"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820307","11.1.1.1.5","58.8","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820307","11.1.1.1.5","58.2","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820307","11.1.1.1.5","58.1","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820307","11.1.1.1.5","57.1","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","62.5","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","60.4","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","61.6","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","62.3","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","61.8","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","62.1","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820308","11.1.1.1.6","61.3","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","60.3","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","59.8","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","59.2","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","62.4","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","60.8","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","60.7","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820488","11.1.2.1.4","60.6","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","57.8","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","57.5","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","57.0","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","59.8","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","58.2","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","57.7","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820489","11.1.2.1.5","57.7","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","62.8","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","62.1","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","61.4","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","64.8","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","63.3","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","63.7","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820490","11.1.2.1.6","63.5","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","61.2","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","58.0","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","60.8","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","58.8","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","59.3","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","59.6","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820670","11.1.3.1.4","57.8","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","58.9","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","55.9","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","58.6","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","56.5","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","56.8","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","56.8","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820671","11.1.3.1.5","54.8","","","","1"
"2015","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","63.6","","","","1"
"2016","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","60.0","","","","1"
"2017","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","63.0","","","","1"
"2018","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","61.1","","","","1"
"2019","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","61.7","","","","1"
"2020","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","62.4","","","","1"
"2021","British Columbia","2016A000259","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820672","11.1.3.1.6","60.8","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","74.9","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","73.6","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","76.2","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","75.3","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","74.3","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","74.5","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110820852","11.2.1.1.4","70.1","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","70.1","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","68.6","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","71.5","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","70.0","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","69.1","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","68.1","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110820853","11.2.1.1.5","64.6","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","79.8","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","78.1","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","80.4","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","80.0","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","78.8","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","79.9","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110820854","11.2.1.1.6","75.1","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","72.1","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","73.3","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","76.9","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","73.7","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","71.8","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","79.2","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821034","11.2.2.1.4","78.4","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","65.2","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","66.5","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","69.9","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","65.7","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","64.4","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","70.6","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821035","11.2.2.1.5","71.6","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","79.0","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","79.2","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","82.7","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","80.3","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","78.2","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","85.8","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821036","11.2.2.1.6","83.9","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","77.9","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","73.9","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","75.5","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","77.1","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","76.9","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","69.6","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821216","11.2.3.1.4","61.5","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","71.3","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","66.4","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","68.8","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","69.5","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","69.6","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","59.4","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821217","11.2.3.1.5","52.5","","","","1"
"2015","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","84.5","","","","1"
"2016","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","80.2","","","","1"
"2017","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","81.1","","","","1"
"2018","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","83.2","","","","1"
"2019","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","82.9","","","","1"
"2020","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","78.2","","","","1"
"2021","British Columbia","2016A000259","12 to 17 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821218","11.2.3.1.6","69.9","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","69.1","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","69.7","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","70.3","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","67.2","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","66.6","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","67.3","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821398","11.3.1.1.4","66.1","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","65.1","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","66.2","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","66.8","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","63.6","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","62.7","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","62.2","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821399","11.3.1.1.5","61.1","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","73.2","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","73.0","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","73.5","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","70.6","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","70.3","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","72.0","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821400","11.3.1.1.6","70.8","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","69.3","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","70.0","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","69.9","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","69.2","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","70.3","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","67.1","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821580","11.3.2.1.4","70.0","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","63.8","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","64.7","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","64.8","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","63.7","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","65.0","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","59.6","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821581","11.3.2.1.5","62.9","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","74.9","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","74.8","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","74.5","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","74.1","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","75.2","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","73.8","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821582","11.3.2.1.6","76.3","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","68.9","","","","1"
